# ExoFOP-TESS TOI snapshot, regenerated 2026-05-13 00:31 UTC
# Source: ExoFOP-TESS, NExScI/Caltech-IPAC
# Endpoint: https://exofop.ipac.caltech.edu/tess/download_toi.php?sort=toi&output=pipe
# Count: 7931 TOIs
# Columns: toi | tic | st_teff | st_logg | st_met (tab-separated)
# Used by sco-ldc as a fallback when the live ExoFOP fetch fails.
472.01	52280468	3294	4.438	
473.01	52640302	5400	4.38782	
474.01	59843967	5403	4.50146	
475.01	100608026	4105	4.60015	
476.01	156987351	7691	4.11671	
477.01	170102285	5150	4.55754	0.05
478.01	172464366	6332	4.26074	
479.01	306362738	5600	4.4291	
480.01	317548889	6212.63	4.438	
481.01	339672028	5760	3.97699	
482.01	365639282	3692	4.78092	
483.01	393414358	5570	4.01069	0.28
484.01	427348923	4425	4.57	0.034
485.01	427352241	6084	4.28965	
486.01	260708537	3445	4.85243	
487.01	31852980	5450	4.40968	
487.02	31852980	5450	4.40968	
488.01	452866790	3332	4.91528	
489.01	455096220	6096	4.21513	0.12
490.01	455135327	6304	4.35913	0.12
491.01	468987719	5645	4.37683	0.171049
492.01	17746821	6280	4.08133	-0.134
493.01	19025965	4383	4.56546	0.132533
494.01	19519368	4985	4.67	0.124
495.01	22529346	6459	4.24006	
496.01	88977253	6717.03	4.2	-0.068
497.01	108645766	3333	4.94824	
498.01	121338379	6218	4.26662	-0.01
499.01	123702439	5997	4.45722	
500.01	134200185	4590	4.50961	
501.01	134537478	5720	4.16816	
502.01	172193428	5642	4.16735	
503.01	186812530	7887	4.28126	
504.01	219164808	6915	4.17618	
505.01	268644785	6003	4.16979	
506.01	274138511	5280	4.44454	
507.01	348538431	3338	4.9469	
508.01	425206121	7346	4.14208	0.453561
509.01	453211454	5560.26	4.438	
509.02	453211454	5560.26	4.438	
510.01	238086647	5915	4.1283	
511.01	440777904	6373	4.27283	-0.21
512.01	119292328	5581	4.52166	
512.02	119292328	5581	4.52166	
513.01	431999925	3266	4.98546	
514.01	366576758	5027	4.51935	
515.01	366622912	4973	4.438	
516.01	318937509	3109	5.06577	
517.01	308307606	5522	4.39493	
